brand,name,address,latitude,longitude
Erigo,STAR - SUMMARECON MALL SERPONG,"Lt 2 Samping Hokben
",-6.2409034000000005,106.62882119999999
Erigo,TANGERANG CITY MALL,"Koridor GF Depan Mako & Triset
",-6.1939327,106.63410019999999
Erigo,Thamrin City - Jakarta Barat,"Lt. 1 Depan Tangga Pintu Masuk - Jl. Thamrin Boulevard, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",-6.193937399999999,106.81610049999999
Erigo,The Park Sawangan,"Atrium - Jl. Raya Parung - Ciputat No.1, RT.6/RW.004, Serua, Kec. Bojongsari, Kota Depok, Jawa Barat 16517",-6.376174499999999,106.74499469999999
Erigo,TRANS ICON SURABAYA,Lt 1 Depan Outlet IQOS,-7.3386863,112.7287286
Erigo,Transmall Cibubur,"LG Depan AW - Jl. Alternatif Cibubur No.230 A, Harjamukti, Kec. Cimanggis, Kota Depok, Jawa Barat 16454",-6.3756707,106.9019455
Erigo,TSM MAKASSAR,"LG Depan Watch Club
",-5.159236400000001,119.39427160000001
Erigo,Yogya Antapani - Bandung,"Depan Pintu Masuk Utama - Jl. Purwakarta No.140, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291",-6.9176034,107.65613739999999
Erigo,Yogya Bogor Cimanggu,"Depan Supermarket - Jl. Sholeh Iskandar No.3, RT.04/RW.09, Kedungbadak, Kec. Tanah Sereal, Kota Bogor, Jawa Barat 16165",-6.5612373,106.79085579999999
Erigo,Yogya Bogor Junction Counter,"Lantai 1 Area Men Fashion Dekat Eskalator - Jl. Pabaton No.63, RT.02/RW.03, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16121",-6.589432599999999,106.7966613
Erigo,Yogya Cinunuk - Bandung,"Depan Pintu Masuk Utama - Jl. Raya Cinunuk No.187, Cimekar, Kec. Cileunyi, Kabupaten Bandung, Jawa Barat 40623",-6.9379056,107.7337137
Erigo,Yogya Darmaga - Bogor,Depan Pintu Masuk Utama - https://maps.app.goo.gl/r3rPG1kEZifsRzw48,-6.5724826,106.7428774
Erigo,Yogya Garut Counter,"Lantai 3 samping Sharks - Jl. Siliwangi No.21, Pakuwon, Kec. Garut Kota, Kabupaten Garut, Jawa Barat 44110",-7.216572499999999,107.9040763
Erigo,Yogya Grand Karawang,"Atrium Depan Kassa SPM - Jl. Kertabumi No.43, RT.1/RW.19, Karawang Kulon, Kec. Karawang Bar., Karawang, Jawa Barat 41311",-6.3037088,107.29282970000001
Erigo,Yogya Grya Pahlawan - Bandung,"Atrium Lt 1 - Jl. Pahlawan No.10 - 15, Cikutra, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40124",-6.9001472,107.6319299
Erigo,Yogya Kepatihan - Bandung,"Area Promo Koridor GF - Jl. Kepatihan No.18, Balonggede, Kec. Regol, Kota Bandung, Jawa Barat 40251",-6.9237009,107.6058106
Erigo,YOGYA SLAWI,"Atrium Lt 1
",-6.9773813,109.136706
Erigo,Yogya Sunda 60 - Bandung,"Mini Atrium Lt.2 - Jl. Sunda No.60, Kb. Pisang, Kec. Sumur Bandung, Kota Bandung, Jawa Barat 40112",-6.9181466,107.6157346
Erigo,YOGYA TASIKMALAYA,"Samping Pintu Utama
",-7.323685,108.2126866
